# This file is generated by MACS version 1.4.0rc2 20110214
# ARGUMENTS LIST:
# name = LoVo_GATA4
# format = BAM
# ChIP-seq file = /wrk2/martin/aligned/merged//LoVo_GATA4_Rabbit.bam
# control file = /wrk2/martin/aligned/merged/LoVo_IgG_Rabbit.bam
# effective genome size = 2.75e+09
# band width = 300
# model fold = 2,6
# pvalue cutoff = 1.00e-05
# Small dataset will be scaled towards larger dataset.
# Range for calculating regional lambda is: 1000 bps and 10000 bps

# tag size is determined as 36 bps
# total tags in treatment: 12737607
# tags after filtering in treatment: 12425797
# maximum duplicate tags at the same position in treatment = 1
# Redundant rate in treatment: 0.02
# total tags in control: 25659069
# tags after filtering in control: 22736096
# maximum duplicate tags at the same position in control = 1
# Redundant rate in control: 0.11
# d = 200
chr	start	end	length	summit	tags	-10*log10(pvalue)	fold_enrichment	FDR(%)
1	8398568	8399036	469	211	14	112.04	5.05	0.10	0.09
1	8685824	8686449	626	370	15	92.42	4.72	0.19	0.17
1	8695512	8695979	468	192	11	68.86	4.09	0.27	0.27
1	8805050	8805983	934	471	26	110.53	4.06	0.09	0.09
1	8861161	8861843	683	495	15	94.53	4.21	0.16	0.16
1	9028802	9029352	551	325	15	101.04	5.00	0.11	0.11
1	9111086	9111670	585	292	11	60.07	3.00	0.70	0.70
1	9261862	9262441	580	387	12	53.44	2.90	1.53	1.53
1	9571003	9571642	640	235	12	85.75	5.00	0.19	0.17
1	9609498	9610159	662	347	16	66.63	3.00	0.35	0.34
1	9817064	9817629	566	304	13	124.61	8.33	0.06	0.05
1	9893565	9894114	550	195	15	78.74	3.93	0.20	0.20
1	9925150	9926432	1283	931	28	80.56	2.75	0.19	0.18
1	10367695	10368271	577	346	11	92.01	6.15	0.19	0.17
1	10412711	10413732	1022	355	22	124.55	4.50	0.06	0.05
1	10454253	10454830	578	382	11	64.38	4.21	0.42	0.41
1	10624260	10624811	552	196	11	93.07	5.22	0.16	0.16
1	10686229	10687011	783	327	16	115.92	4.57	0.05	0.05
1	10772198	10772771	574	286	11	71.82	4.07	0.24	0.24
1	11116663	11117197	535	339	13	85.32	5.00	0.18	0.17
1	11244971	11245589	619	427	19	137.23	6.36	0.08	0.05
1	11320749	11321315	567	194	11	87.74	5.71	0.20	0.17
1	11646587	11647180	594	182	11	84.28	5.00	0.18	0.17
1	11691082	11691738	657	195	13	76.05	4.38	0.27	0.24
1	11962635	11963436	802	351	18	129.95	5.62	0.07	0.05
1	12126562	12127143	582	192	12	82.79	5.00	0.17	0.17
1	12130652	12131425	774	428	21	89.07	4.06	0.20	0.17
1	12363658	12364534	877	443	25	79.33	3.75	0.18	0.18
1	12460469	12461430	962	521	35	166.89	5.53	0.12	0.05
1	12556233	12556863	631	387	12	68.02	4.44	0.28	0.28
1	12601262	12602206	945	524	21	54.64	2.22	1.28	1.28
1	12739348	12739873	526	185	11	91.27	4.86	0.18	0.17
1	15352246	15352785	540	139	11	59.04	2.73	0.81	0.81
1	15400828	15401843	1016	463	26	98.52	3.75	0.14	0.14
1	15428687	15429460	774	464	18	66.63	3.00	0.35	0.34
1	15471426	15471997	572	387	15	120.03	6.29	0.06	0.05
1	15725351	15726220	870	386	24	66.21	2.86	0.35	0.34
1	15979617	15980360	744	299	16	62.42	3.93	0.48	0.48
1	15994042	15994743	702	439	15	63.98	3.08	0.41	0.41
1	15998899	16000049	1151	487	37	211.88	6.07	0.19	0.05
1	16033566	16034203	638	466	13	65.30	4.17	0.38	0.38
1	16034554	16035629	1076	533	29	66.05	2.61	0.34	0.34
1	16166222	16166793	572	190	11	68.86	5.00	0.27	0.27
1	16207916	16208599	684	315	14	75.45	3.42	0.26	0.24
1	16321970	16322562	593	401	11	55.92	2.86	1.16	1.15
1	16344126	16344654	529	193	11	58.03	3.51	0.96	0.96
1	16353944	16354497	554	137	12	56.93	2.92	1.09	1.08
1	16370520	16371058	539	191	11	72.27	4.40	0.24	0.24
1	16409555	16410174	620	230	13	97.05	6.00	0.17	0.16
1	16435062	16435973	912	462	18	57.81	3.93	1.01	1.01
1	16436138	16436726	589	190	12	64.08	4.42	0.41	0.41
1	16447681	16448244	564	216	13	66.66	3.33	0.35	0.34
1	16639266	16640317	1052	525	31	128.25	3.82	0.07	0.05
1	16791660	16792222	563	372	11	67.67	3.76	0.28	0.28
1	16811380	16815520	4141	1286	146	116.58	2.56	0.05	0.05
1	16822886	16823754	869	483	29	126.21	4.74	0.06	0.05
1	16829220	16830920	1701	1164	51	209.23	3.51	0.19	0.05
1	16831860	16832679	820	357	21	60.80	2.56	0.63	0.62
1	16843006	16844242	1237	902	64	196.53	3.94	0.17	0.05
1	16896096	16896682	587	418	11	87.16	5.14	0.19	0.17
1	17112913	17113502	590	421	11	118.70	7.75	0.05	0.05
1	17150466	17151104	639	357	17	94.81	4.23	0.17	0.16
1	17159884	17160440	557	384	11	79.19	4.38	0.18	0.18
1	17307357	17308191	835	315	22	185.35	10.62	0.15	0.05
1	17324701	17325333	633	253	14	75.45	4.52	0.26	0.24
1	17431842	17432451	610	424	13	56.60	3.15	1.10	1.10
1	17520718	17521469	752	532	15	105.47	6.49	0.13	0.11
1	17540455	17541038	584	427	11	60.18	3.00	0.66	0.66
1	17573660	17574311	652	263	13	91.68	5.92	0.18	0.17
1	17787271	17787866	596	428	11	52.56	3.18	1.73	1.73
1	17795286	17795827	542	360	11	53.07	2.92	1.58	1.57
1	17795839	17796574	736	360	17	73.19	3.21	0.24	0.24
1	18110911	18111691	781	328	23	173.36	4.88	0.13	0.05
1	19038906	19039484	579	191	11	96.59	5.74	0.17	0.16
1	19083047	19083678	632	389	13	125.86	7.55	0.06	0.05
1	19449897	19451243	1347	851	93	1290.30	36.11	0.00	0.00
1	19680349	19681029	681	316	13	85.91	5.13	0.19	0.17
1	19858616	19859268	653	467	16	97.41	4.55	0.18	0.16
1	19998471	19999513	1043	620	28	221.77	6.98	0.21	0.05
1	20011822	20013126	1305	756	46	192.14	6.75	0.16	0.05
1	20045373	20045968	596	404	13	69.11	3.18	0.27	0.27
1	20173768	20174382	615	423	13	66.69	3.64	0.35	0.34
1	20177786	20178349	564	349	11	50.52	2.50	2.26	2.26
1	20299978	20300534	557	253	11	63.40	4.50	0.45	0.45
1	20304880	20305322	443	258	11	61.13	3.85	0.61	0.60
1	20339344	20339915	572	225	12	74.40	4.40	0.25	0.24
1	20675269	20676145	877	434	22	147.11	6.06	0.09	0.05
1	20832004	20832894	891	389	18	143.86	9.37	0.09	0.05
1	20860054	20860890	837	461	22	103.45	3.84	0.12	0.11
1	20865167	20865758	592	401	11	66.46	3.33	0.35	0.34
1	20986063	20986602	540	226	11	73.72	3.93	0.25	0.24
1	21548578	21549233	656	413	13	61.82	3.18	0.55	0.55
1	21806627	21807245	619	177	12	61.88	4.00	0.55	0.55
1	21982298	21983081	784	444	24	98.10	4.17	0.18	0.16
1	22222976	22223554	579	411	12	82.24	5.56	0.17	0.17
1	22574521	22575096	576	397	11	76.75	5.00	0.23	0.23
1	22650675	22651538	864	363	29	244.70	11.00	0.25	0.05
1	22874257	22874955	699	301	12	70.05	5.06	0.26	0.26
1	23116357	23116898	542	192	11	81.18	6.25	0.19	0.18
1	23218039	23218867	829	403	20	71.77	3.44	0.24	0.24
1	23543058	23543655	598	418	11	53.53	3.24	1.53	1.53
1	23723213	23724244	1032	509	25	95.63	3.00	0.17	0.16
1	23738771	23739355	585	178	12	64.08	2.92	0.41	0.41
1	23752698	23753361	664	488	13	64.40	3.33	0.42	0.41
1	23872556	23873200	645	260	12	59.01	4.00	0.82	0.82
1	23989829	23990426	598	401	14	64.50	3.36	0.42	0.41
1	23999665	24000163	499	193	11	80.26	4.55	0.18	0.18
1	24067095	24067980	886	406	19	117.72	6.09	0.05	0.05
1	24304237	24304820	584	401	13	76.05	4.38	0.27	0.24
1	24386061	24386936	876	486	20	138.66	6.98	0.08	0.05
1	24396020	24396858	839	378	18	80.64	5.42	0.19	0.18
1	24492816	24493390	575	425	11	64.01	3.13	0.41	0.41
1	24493873	24494647	775	286	15	55.87	2.69	1.16	1.15
1	24518077	24518787	711	459	14	56.89	3.63	1.08	1.08
1	24525006	24525794	789	399	17	54.59	2.81	1.29	1.29
1	24563491	24564773	1283	336	30	87.38	2.35	0.20	0.17
1	24588153	24589100	948	352	33	86.95	2.59	0.19	0.17
1	24612234	24613079	846	534	19	74.15	2.86	0.25	0.24
1	24614340	24615362	1023	468	35	144.33	5.50	0.09	0.05
1	24841565	24842231	667	486	15	75.34	2.92	0.26	0.24
1	24943906	24944682	777	193	31	291.66	11.00	0.00	0.00
1	25046883	25047912	1030	578	22	151.03	6.10	0.10	0.05
1	25367335	25368290	956	404	21	65.48	2.81	0.39	0.38
1	25537234	25537999	766	268	16	137.66	6.25	0.08	0.05
1	25807544	25808096	553	263	11	67.44	4.74	0.29	0.29
1	25818268	25818943	676	197	13	54.29	3.80	1.33	1.33
1	25866681	25867652	972	434	22	79.60	4.33	0.18	0.18
1	25979975	25980572	598	402	12	71.93	5.00	0.24	0.24
1	25981943	25982512	570	404	11	55.46	3.18	1.23	1.22
1	25993307	25994828	1522	1064	38	111.29	5.28	0.09	0.09
1	26060281	26060885	605	219	15	76.85	3.08	0.23	0.23
1	26071028	26071616	589	418	11	53.32	2.73	1.55	1.55
1	26170432	26171167	736	546	24	74.65	3.46	0.25	0.24
1	26196818	26197601	784	456	21	95.22	3.67	0.17	0.16
1	26234744	26235345	602	433	12	63.84	4.50	0.43	0.42
1	26274876	26275485	610	322	12	70.48	3.89	0.26	0.26
1	26310304	26311122	819	351	18	115.32	5.62	0.05	0.05
1	26368612	26369225	614	430	13	92.42	5.00	0.19	0.17
1	26483797	26484542	746	233	16	84.32	3.64	0.18	0.17
1	26505324	26505998	675	397	14	57.25	3.46	1.07	1.06
1	26553184	26553738	555	178	14	56.34	2.81	1.13	1.13
1	26577171	26577707	537	367	11	73.32	4.44	0.25	0.24
1	26630794	26631766	973	439	20	55.63	2.81	1.16	1.16
1	26670388	26671062	675	189	16	59.29	2.81	0.75	0.75
1	26891767	26892685	919	449	24	54.99	2.73	1.27	1.27
1	26941176	26941770	595	360	11	70.10	4.12	0.26	0.26
1	27063857	27064893	1037	648	25	149.52	4.37	0.09	0.05
1	27159378	27159908	531	192	11	72.56	3.80	0.24	0.24
1	27192690	27193245	556	385	11	75.78	4.17	0.26	0.24
1	27340634	27341197	564	212	12	50.37	3.85	2.31	2.31
1	27341469	27342062	594	323	11	61.09	4.12	0.61	0.60
1	27433183	27433774	592	199	13	106.96	5.71	0.13	0.11
1	27499760	27500371	612	301	13	87.64	5.29	0.20	0.17
1	27517323	27517921	599	328	12	95.53	4.55	0.17	0.16
1	27788901	27789782	882	445	17	99.59	5.00	0.15	0.14
1	27858518	27859055	538	343	12	88.86	4.38	0.20	0.17
1	28029518	28030118	601	177	13	74.35	3.92	0.25	0.24
1	28568177	28569729	1553	1097	46	237.71	5.29	0.24	0.05
1	28751641	28752279	639	452	13	79.44	4.44	0.18	0.18
1	28780613	28781622	1010	610	23	62.87	2.22	0.47	0.47
1	28935475	28936044	570	405	11	85.25	4.17	0.18	0.17
1	28947122	28948022	901	353	30	108.46	4.74	0.09	0.09
1	29083838	29084466	629	340	12	64.08	4.19	0.41	0.41
1	29086921	29087510	590	166	11	58.37	2.95	0.91	0.91
1	29112773	29113756	984	474	24	164.98	6.11	0.11	0.05
1	29332929	29333417	489	191	11	88.83	6.25	0.20	0.17
1	29380579	29381559	981	528	24	178.02	6.63	0.14	0.05
1	29428735	29429456	722	199	14	81.77	3.89	0.19	0.18
1	29524107	29524640	534	339	11	82.28	5.00	0.17	0.17
1	29957427	29957997	571	184	11	96.41	7.26	0.17	0.16
1	31120986	31121546	561	397	11	102.92	6.03	0.12	0.11
1	31175721	31176312	592	352	11	58.60	4.46	0.89	0.89
1	31310722	31311431	710	518	17	112.69	4.55	0.10	0.09
1	31400101	31400658	558	166	11	56.86	4.09	1.08	1.08
1	31416044	31416787	744	425	15	56.47	3.72	1.12	1.12
1	31635468	31636111	644	233	14	55.18	3.21	1.25	1.25
1	31667848	31668443	596	437	11	52.56	2.73	1.73	1.73
1	31901968	31902561	594	197	12	76.67	5.29	0.23	0.23
1	31969819	31970413	595	360	12	58.00	3.18	0.96	0.96
1	32250973	32251507	535	171	11	82.14	4.37	0.17	0.17
1	32251768	32252410	643	254	14	91.91	5.56	0.19	0.17
1	32443452	32444288	837	325	19	101.42	4.09	0.11	0.11
1	32529856	32530722	867	474	23	123.14	4.23	0.06	0.05
1	32559697	32560495	799	461	21	72.10	3.61	0.24	0.24
1	32702772	32703663	892	476	18	117.72	8.12	0.05	0.05
1	32850217	32850943	727	193	17	130.39	5.45	0.07	0.05
1	32975145	32975952	808	554	23	70.68	2.62	0.26	0.26
1	32997695	32998781	1087	829	30	86.11	2.96	0.19	0.17
1	33241677	33242151	475	298	11	74.56	4.50	0.25	0.24
1	33274353	33275656	1304	791	66	451.73	12.78	0.00	0.00
1	33365031	33366044	1014	539	27	59.63	3.48	0.76	0.75
1	33668819	33669441	623	387	12	72.26	4.07	0.24	0.24
1	33710260	33711092	833	433	20	59.28	3.33	0.75	0.75
1	34980896	34981474	579	197	13	71.35	4.09	0.25	0.25
1	35019232	35019943	712	415	15	60.91	3.76	0.62	0.62
1	35101502	35102371	870	472	18	69.14	3.46	0.27	0.27
1	35223144	35223671	528	354	11	78.66	5.29	0.20	0.20
1	35269487	35270392	906	680	24	103.11	3.67	0.12	0.11
1	35431114	35431898	785	335	17	74.12	3.46	0.25	0.24
1	35795210	35796048	839	338	16	79.39	4.37	0.18	0.18
1	35955728	35956305	578	242	11	60.88	4.00	0.62	0.62
1	36168918	36169622	705	350	13	53.34	3.48	1.54	1.54
1	36337736	36338297	562	362	11	50.74	2.92	2.17	2.17
1	36409230	36409691	462	271	11	104.52	7.25	0.12	0.11
1	36525810	36526407	598	294	12	62.92	3.92	0.46	0.46
1	36635814	36636430	617	300	12	62.11	3.00	0.49	0.49
1	37713394	37714099	706	445	14	59.97	2.92	0.72	0.72
1	37930479	37931154	676	242	15	81.89	4.55	0.17	0.17
1	38097530	38098146	617	273	12	81.26	5.19	0.19	0.18
1	38213226	38213661	436	238	11	62.21	3.08	0.48	0.48
1	39097634	39098275	642	401	12	58.65	3.96	0.89	0.89
1	39496835	39497375	541	351	13	69.86	3.75	0.26	0.26
1	39877982	39878496	515	322	11	76.33	4.44	0.27	0.24
1	40037243	40037899	657	303	16	80.50	3.85	0.19	0.18
1	40090286	40090998	713	366	16	75.58	3.96	0.26	0.24
1	40121398	40122077	680	198	15	65.15	3.02	0.40	0.39
1	40139867	40140445	579	198	11	80.10	3.95	0.18	0.18
1	40140480	40141078	599	188	11	82.61	4.93	0.17	0.17
1	40192835	40193497	663	308	12	58.51	3.57	0.89	0.89
1	40769225	40770283	1059	535	26	111.69	3.93	0.09	0.09
1	41723510	41724105	596	355	11	52.56	3.64	1.73	1.73
1	42384912	42385580	669	484	15	75.03	4.58	0.26	0.24
1	43055383	43055967	585	243	11	64.28	3.72	0.42	0.41
1	43084232	43085164	933	528	30	160.29	7.67	0.11	0.05
1	43196931	43197422	492	296	12	87.52	4.49	0.20	0.17
1	43508706	43509287	582	191	11	60.41	4.00	0.65	0.65
1	43587255	43588097	843	508	17	95.39	4.08	0.17	0.16
1	43596985	43597546	562	293	11	58.37	3.28	0.91	0.91
1	43605651	43606308	658	197	12	69.12	3.53	0.27	0.27
1	43798341	43798877	537	345	11	97.49	6.15	0.18	0.16
1	44123418	44124016	599	182	14	66.66	3.85	0.35	0.34
1	44172966	44173585	620	447	13	59.55	2.92	0.76	0.75
1	44173864	44174458	595	403	13	85.25	5.00	0.18	0.17
1	44184454	44185736	1283	612	118	1915.42	46.51	0.00	0.00
1	44212789	44213302	514	321	11	71.11	4.12	0.25	0.25
1	44217037	44217655	619	427	13	86.70	4.71	0.19	0.17
1	44455847	44456577	731	353	15	85.30	5.10	0.18	0.17
1	44505351	44506495	1145	477	51	155.34	4.35	0.10	0.05
1	44593236	44594001	766	377	12	50.18	5.21	2.38	2.38
1	44822117	44822994	878	563	43	406.75	13.33	0.00	0.00
1	44912561	44913358	798	390	20	108.69	5.83	0.09	0.09
1	45013408	45014113	706	350	13	54.29	4.85	1.33	1.33
1	45224637	45225327	691	296	23	144.94	5.36	0.09	0.05
1	45249886	45250904	1019	473	41	153.01	5.40	0.10	0.05
1	45541955	45543211	1257	325	30	74.44	2.63	0.25	0.24
1	45574016	45574578	563	259	12	55.84	4.17	1.15	1.15
1	45577937	45578894	958	504	24	87.42	3.44	0.20	0.17
1	45633913	45634321	409	221	11	66.60	3.85	0.35	0.34
1	45729032	45730127	1096	509	28	116.60	5.00	0.05	0.05
1	45861253	45861842	590	190	13	99.03	5.84	0.14	0.14
1	46041432	46042065	634	307	16	128.64	6.55	0.07	0.05
1	46485531	46486448	918	442	19	59.27	3.33	0.75	0.75
1	46756306	46756885	580	211	11	63.42	3.65	0.45	0.45
1	46784673	46785270	598	292	11	58.37	3.49	0.91	0.91
1	46827415	46827967	553	358	11	79.71	5.00	0.18	0.18
1	46858815	46859392	578	321	11	54.55	3.18	1.29	1.29
1	46943536	46944131	596	256	11	61.57	3.12	0.58	0.58
1	46957086	46958454	1369	1027	34	122.72	5.00	0.06	0.05
1	47261782	47262348	567	168	11	87.74	5.00	0.20	0.17
1	47417215	47417803	589	344	14	51.86	2.81	1.92	1.92
1	47552128	47553101	974	545	22	62.38	2.58	0.48	0.48
1	47560872	47561666	795	257	22	219.95	11.19	0.20	0.05
1	47561747	47562638	892	507	23	173.36	7.80	0.13	0.05
1	47669689	47670272	584	157	11	69.78	4.02	0.26	0.26
1	47674400	47675261	862	456	19	65.34	3.33	0.38	0.38
1	47675729	47676309	581	393	12	94.60	6.54	0.17	0.16
1	47746207	47747120	914	559	21	157.01	6.25	0.10	0.05
1	47774946	47775537	592	246	21	130.70	5.00	0.07	0.05
1	47826106	47827040	935	443	20	134.85	6.63	0.07	0.05
1	47935658	47936781	1124	546	31	99.03	2.89	0.14	0.14
1	47948816	47949467	652	237	15	126.42	6.25	0.06	0.05
1	47965236	47966390	1155	350	44	157.58	3.96	0.10	0.05
1	48710236	48710987	752	373	13	90.29	7.46	0.18	0.17
1	49584990	49585473	484	304	13	124.83	7.14	0.06	0.05
1	50265868	50266752	885	416	18	54.33	3.67	1.33	1.33
1	51198157	51199127	971	363	22	107.23	3.33	0.13	0.11
1	51474280	51474929	650	223	14	85.28	4.69	0.18	0.17
1	51756088	51756882	795	339	19	81.87	3.61	0.17	0.17
1	51967411	51968165	755	372	16	100.79	4.89	0.11	0.11
1	52116723	52117471	749	388	18	69.78	3.00	0.26	0.26
1	52940909	52941751	843	314	19	67.54	3.00	0.29	0.29
1	52964335	52965443	1109	387	23	140.13	4.44	0.08	0.05
1	53333769	53334573	805	379	15	59.27	4.17	0.75	0.75
1	53345732	53346462	731	318	14	57.27	3.75	1.07	1.06
1	53421204	53421813	610	427	12	50.48	2.92	2.28	2.27
1	54076254	54077063	810	459	82	741.75	11.15	0.00	0.00
1	54537177	54538007	831	247	22	98.63	3.67	0.14	0.14
1	54609434	54610058	625	263	15	61.74	2.67	0.57	0.57
1	54697077	54697872	796	484	18	146.63	5.71	0.09	0.05
1	54726073	54726832	760	568	17	128.88	5.00	0.07	0.05
1	54740124	54740667	544	159	11	90.86	5.71	0.18	0.17
1	55303605	55304563	959	574	22	89.44	3.57	0.20	0.17
1	55453325	55453906	582	405	11	71.67	4.12	0.24	0.24
1	55666963	55667865	903	438	20	51.55	3.06	2.03	2.03
1	55742119	55743308	1190	716	31	186.92	5.50	0.15	0.05
1	55745048	55746581	1534	315	45	143.16	4.50	0.08	0.05
1	55747598	55748256	659	178	13	56.94	2.99	1.09	1.08
1	55768880	55769678	799	376	16	78.66	5.05	0.20	0.20
1	55772812	55773595	784	327	17	67.20	3.21	0.31	0.31
1	55877021	55877924	904	474	20	76.77	4.29	0.23	0.23
1	55988271	55989199	929	455	26	111.31	4.69	0.09	0.09
1	56380535	56381289	755	281	17	112.81	4.84	0.10	0.09
1	56631192	56631744	553	402	11	70.46	4.40	0.26	0.26
1	56652909	56653601	693	285	14	55.24	2.69	1.25	1.25
1	56784178	56784759	582	195	11	67.64	4.44	0.28	0.28
1	57025542	57026219	678	194	16	85.14	4.17	0.18	0.17
1	58262562	58263229	668	333	29	215.81	7.33	0.20	0.05
1	58270470	58271133	664	468	14	76.59	3.85	0.23	0.23
1	58279591	58280496	906	582	30	87.83	3.54	0.20	0.17
1	58784700	58785453	754	362	14	70.11	3.54	0.26	0.26
1	59044089	59044782	694	356	17	86.32	3.85	0.19	0.17
1	59063206	59063776	571	257	11	62.39	3.03	0.48	0.48
1	59123355	59124165	811	409	32	213.06	8.00	0.19	0.05
1	59141506	59142213	708	442	13	65.55	3.61	0.39	0.38
1	60130302	60131742	1441	992	38	85.17	3.41	0.18	0.17
1	61390204	61390878	675	339	14	51.66	3.21	1.99	1.99
1	61395814	61396652	839	506	24	120.19	4.54	0.06	0.05
1	61479349	61480147	799	462	21	101.28	3.93	0.11	0.11
1	62382442	62383057	616	330	13	82.41	3.89	0.17	0.17
1	62673905	62675709	1805	1245	138	1312.92	25.28	0.00	0.00
1	62958876	62959702	827	533	16	89.57	4.26	0.18	0.17
1	62964379	62964835	457	266	11	54.14	2.86	1.40	1.40
1	65328446	65329229	784	401	14	51.99	4.58	1.90	1.90
1	65493148	65493778	631	264	12	73.94	4.82	0.25	0.24
1	66193351	66194077	727	186	17	67.81	2.33	0.28	0.28
1	67291272	67291869	598	192	12	64.32	3.50	0.42	0.41
1	67292036	67292603	568	292	11	66.31	3.72	0.35	0.34
1	67631069	67632155	1087	502	36	96.60	3.40	0.17	0.16
1	67869726	67870659	934	381	27	69.75	3.26	0.26	0.26
1	67923171	67923751	581	339	11	54.80	2.75	1.28	1.27
1	67951418	67952246	829	383	15	50.57	3.85	2.24	2.24
1	68580892	68581445	554	377	12	51.55	3.08	2.03	2.03
1	70443430	70444505	1076	539	35	192.91	6.33	0.16	0.05
1	70459341	70459920	580	402	11	53.73	2.70	1.52	1.52
1	70592107	70593361	1255	397	29	103.80	2.97	0.12	0.11
1	71318858	71319783	926	549	87	840.17	15.00	0.00	0.00
1	76023908	76025003	1096	517	88	703.94	14.17	0.00	0.00
1	76035075	76035878	804	316	19	59.97	2.94	0.72	0.72
1	76323265	76323817	553	198	11	63.89	4.00	0.41	0.41
1	76785844	76786665	822	424	16	67.22	5.42	0.31	0.31
1	76833372	76833940	569	198	11	55.57	3.18	1.17	1.17
1	78017581	78018327	747	374	16	75.96	2.92	0.27	0.24
1	78236080	78236829	750	461	22	120.92	4.64	0.06	0.05
1	78416239	78416831	593	175	11	62.62	4.21	0.49	0.48
1	81691381	81692092	712	462	18	107.30	5.91	0.13	0.11
1	81703674	81704264	591	399	11	71.42	4.17	0.25	0.25
1	84509475	84510112	638	280	24	105.02	4.29	0.12	0.11
1	84510573	84511361	789	386	19	51.42	2.11	2.04	2.04
1	85438450	85439813	1364	673	36	255.88	4.89	0.27	0.05
1	85440007	85440746	740	357	14	70.82	4.00	0.25	0.25
1	85514720	85515340	621	337	15	74.54	3.08	0.25	0.24
1	85535863	85536831	969	494	25	113.93	5.71	0.10	0.09
